"Area","timePeriod","cluster","cv0","yield0","cv1","yield1","cv2","yield2","cv3","yield3","cv4","yield4","cv5","yield5","cv6","yield6","cv7","yield7","cv8","yield8","cv9","yield9"
"Afghanistan",1993,4,0.151230321936788,3863941.40186323,0.0314022545924879,7077493.40398632,0.0495391385405973,6753413.69654814,0.0608981723085231,14253969.0258316,0.0647425096440704,6323279.21018528,0.0122749596924675,6967594.54010217,0.0180239353245032,10049070.2890104,0.0305004424541968,10793825.3433172,0.0354667105742067,8895850.2268404,0.151230321936788,3863941.40186323
"Botswana",1977,4,0.150651652308349,1455397.85661191,0.0570854278570534,4079765.53478798,0.0417945572043211,2705107.9068101,0.0815352752413198,12456940.8970624,0.0700502432453828,4749435.44607241,0.0350795135532175,3741208.95139978,0.0438957412189797,3780832.52665672,0.0525250111377156,8806238.0959995,0.0488640200223765,8052544.67117862,0.150651652308349,1455397.85661191
"Romania",1993,4,0.16936358848761,8306928.94275361,0.0369137327288352,7090802.65951474,0.0572842577618722,6584065.54081842,0.0558853402792646,12599343.1411492,0.0627959137202744,6504160.15775358,0.0147355776421513,6104871.17580028,0.0175664277193913,9309935.36878868,0.0303190393381109,10113772.5807825,0.0343716063281287,8783888.07576346,0.16936358848761,8306928.94275361
"Kazakhstan",1985,4,NA,4450715.958092,0.0488639622554135,4855329.60648395,0.0265906344860857,5671222.84895947,0.0837210876890638,11175182.7989722,0.0729109284370584,5180305.43284406,0.0297440842366403,5265111.2508631,0.038808224689416,6936749.63193741,0.0420946597179914,10767699.3934131,0.0409874353815716,7764865.71266872,NA,4450715.958092
"Morocco",1961,4,0.310961816831013,2640162.34667715,0.0221674253886515,4072758.32558685,0.1132471619217,3101980.01319682,0.0356221011001649,6997120.03173802,0.0576509416296571,3646872.83199849,0.0415870128396223,2746173.65806464,0.0673745603714985,2679596.42995244,0.0275953754571823,6571960.63555753,0.0277381024745698,7657923.29154075,0.310961816831013,2640162.34667715
"Finland",2001,4,0.0384743878430976,11629591.6864117,0.0605937683309897,3054400.34970378,0.167081433912912,5431594.83985879,0.0410841978959335,9127937.78285569,0.111080861863677,6011877.3655182,0.0233991106045183,8377880.45871499,0.0237761282625336,8806936.03492916,0.06197148759106,11640422.582768,0.0535827908977615,11415061.6159778,0.0384743878430976,11629591.6864117
"Kyrgyzstan",1985,4,NA,8573009.25524736,0.0455707507676476,5244476.50115587,0.022068325534792,6145478.68202811,0.0836270053331956,11251389.9520974,0.0717474845184338,5272327.89263968,0.0269618184559115,5630042.44964948,0.0377154495473621,7360785.64821447,0.0404406457506266,11022873.4791735,0.0405580481348059,7901194.8868015,NA,8573009.25524736
"Azerbaijan",2001,4,0.0452831701119195,7540248.17262577,0.0116845188187455,7315400.17512853,0.0255086551114501,7223289.56983576,0.0421006458723235,13110996.511777,0.0547799375161892,7051578.8291907,0.019357002289089,8826681.07187157,0.0211218946757795,7964653.9861187,0.0549203010051772,11322998.0785721,0.0469363059041644,10625457.004355,0.0452831701119195,7540248.17262577
"Azerbaijan",2009,4,0.083248292333967,7944909.14728011,0.0493259168001995,9779489.68583947,0.0377636467901597,8998340.97313279,0.0487526168706663,16342440.6532384,0.0651690684019601,8668124.07146575,0.00974329017208793,9831922.77805873,0.0137064538075817,11734550.6205945,0.0380326336944693,10705096.9107663,0.0391341670503317,9702827.07891187,0.083248292333967,7944909.14728011
"Denmark",1993,4,0.0348611492599065,19934383.605126,0.053918908528887,4539028.24207922,0.150277455277306,5843873.78419391,0.0296947328475599,9197924.41016411,0.0825508705016169,6580332.58543976,0.0419392306380784,6594900.7204327,0.111447640685426,3487356.55768355,0.0348923351263586,8899987.09913795,0.0550033566289699,8531772.15555888,0.0348611492599065,19934383.605126
"Western Sahara",1985,4,0.0160076674889185,2494573.23731825,0.278374454420467,3449303.53935553,0.0222515542960298,2121689.32437509,0.0544865874394592,8901902.91201509,0.156759916702217,4808676.54318967,0.0506777119696037,5206756.86495955,0.157267678662677,9015628.281538,0.0953756608505147,11014886.0674547,0.0972834995790686,7682167.72558251,0.0160076674889185,2494573.23731825
"Namibia",2001,4,0.157117989364859,2280596.92756697,0.0310976925197887,4007962.95203039,0.0877885052936674,5209413.3796388,0.0462759538739301,15322208.231979,0.0725435113270472,7059000.33811637,0.0198506134629075,8333743.36826973,0.0223852173579723,7947414.25464207,0.0524913225866299,11652672.4950624,0.0549268139715309,11447608.3665603,0.157117989364859,2280596.92756697
"Bulgaria",2001,4,0.185964193632035,8639569.45324495,0.0109611100108052,7232512.80828675,0.0256298235752807,7203396.84099783,0.0415898509150072,12854671.5693837,0.0569978421571888,7101266.39672499,0.0181601818599343,8572503.500232,0.0200615916922835,7852261.41165571,0.0556883536533143,11445274.3871945,0.0513564627732966,11227156.9709295,0.185964193632035,8639569.45324495
"Zambia",1977,4,0.0471090325875139,5313807.40816074,0.034354690758376,6043668.84663059,0.0267842860427735,4922526.5864677,0.0740399307097851,11228068.836215,0.0607283582212383,4806832.37506588,0.0292349086089863,4925842.31360793,0.0335789242810298,4597350.34137738,0.0475048058712792,9609056.56105756,0.0511673786480317,9416237.70034523,0.0471090325875139,5313807.40816074
"United Kingdom",2009,4,0.0747456766416284,22088730.8154678,0.107504414845704,7939715.83541018,0.16008025681143,5647713.63500931,0.0417016841492754,11207776.7308404,0.0581259645847466,7865874.04146145,0.0130257855285904,9268087.67554947,0.117709780908484,5170627.31467825,0.0378722267030291,11285477.0754771,0.0407414121524278,9551247.21065694,0.0747456766416284,22088730.8154678
"Zambia",1985,4,0.213840619837928,5290674.84823318,0.0256307501626134,6120400.8174536,0.0229585762416191,5910417.34118758,0.0847809559034984,11514763.4433644,0.0733304396967099,5304012.35212631,0.021647007592872,5948742.21395838,0.0313079960465483,6723853.35126691,0.0361928734071779,11282671.1492469,0.0424633379847764,8072009.53386396,0.213840619837928,5290674.84823318
"Uruguay",2009,4,0.0399213724020503,10149528.8001804,0.0428794776560441,12360119.3985666,0.0349391336900311,9295650.26192634,0.0509366230706057,16137940.0606233,0.0620291955783274,8817468.27698591,0.00975206009726172,10493667.6903824,0.0139467658547399,12067126.6351115,0.0400946709958803,10500942.8550853,0.0396098078651063,10045404.5176705,0.0399213724020503,10149528.8001804
"Lithuania",2009,4,0.105658756126147,11980007.570187,0.0945235823884953,14567848.3351344,0.0785731010173742,6965326.84208316,0.0643256524247455,19989741.5489407,0.0542152650122782,9014495.56732723,0.00890432811526807,10767569.4304247,0.0238726729193565,11925997.5627538,0.0414871596620276,12104810.7054217,0.0428504378353344,10932958.6817929,0.105658756126147,11980007.570187
"El Salvador",2009,4,0.0525087625395913,8976269.94497524,0.0430880519835244,12078908.038437,0.0238704516347425,9811363.08646898,0.0564473454823095,18496851.379996,0.10501467996097,10761533.9287178,0.0122174185736701,9762385.1426534,0.0149433117504334,11110716.808731,0.0547560247717887,11056962.7807031,0.0369565483252871,11090352.0617667,0.0525087625395913,8976269.94497524
"Iraq",1969,4,0.197810603417308,3217978.65836891,0.0248158007349212,5221705.82349773,0.0346367944531552,4163889.18928719,0.0361263032873089,7240660.19277761,0.0478513592492549,5004352.20513116,0.0473651885395243,3657058.26443667,0.0377114484781615,3846421.10164581,0.037374659994309,8094208.52986447,0.0148420038269143,7690302.81324644,0.197810603417308,3217978.65836891
"Australia",1969,4,0.10200641704682,4593060.01819672,0.025010705798339,5238615.68150708,0.0409092655674124,4310563.52631376,0.0332553337591957,7037537.64366883,0.0428889928289726,4934201.90215178,0.0412774385649256,3896268.41979913,0.0371641352741356,3920117.4392566,0.0362072275257477,7980610.2333494,0.0269913353737107,7376551.44133461,0.10200641704682,4593060.01819672
"Australia",1977,4,0.198798853041506,4849394.95201219,0.0348621157988831,5810479.77318986,0.0287487798442034,4790689.8589922,0.0710322443338971,10845786.932677,0.0587928507932454,4508910.31524926,0.032370002090312,4722526.69768228,0.0353905057162566,4554018.68855309,0.0496802064500993,9068523.40517777,0.0554356184446582,8118247.89227183,0.198798853041506,4849394.95201219
"Paraguay",2009,4,0.164183501462882,9562779.79108422,0.0399630033528166,13113882.6418914,0.0314115579718864,9578793.39267614,0.0507143946768816,16358247.6498523,0.0674696258392674,9011294.04725844,0.00977632916612531,10253224.3092761,0.0117145664746859,14522498.5862664,0.0384996778265813,10658007.2352965,0.037299095051849,10693864.3640461,0.164183501462882,9562779.79108422
"Namibia",1993,4,0.159352455044207,1722131.09063873,0.0388286705304246,3363217.15020546,0.108266728233402,4442335.43661728,0.0715197969612015,15321561.8654409,0.0538878971720103,6447935.69652245,0.0129728851020233,5232120.19864571,0.0274633254736656,6198127.088984,0.0276404155332284,10172905.6711662,0.0336450280229426,8046788.57823113,0.159352455044207,1722131.09063873
"Afghanistan",1977,4,0.0279544587742407,4209098.05462601,0.0357365719446126,6105019.15608774,0.0340138030006642,5112634.60253623,0.0704127860684313,12414508.3146192,0.0564327346767076,4728664.61256024,0.0345337776943128,5044609.57272602,0.0335481193503995,4801259.12156986,0.0485658688201766,9711866.78957053,0.059234906637783,8970639.5421647,0.0279544587742407,4209098.05462601
"Romania",1969,4,0.121852186622889,7409145.91601923,0.0301808628445722,4961889.24517952,0.0281370421079724,4137663.42748262,0.0357989435694951,7108442.77996342,0.0449187048818326,5218089.12490576,0.0605418497341646,3530167.8287459,0.0323452522629776,4084969.0253175,0.0392738815846275,8184018.58930378,0.0249703525834005,7925228.03618091,0.121852186622889,7409145.91601923
"Bulgaria",2009,4,0.0715698337459784,11597356.4982881,0.0494009590109704,9716785.04267699,0.0367361635813217,8973592.27976943,0.0511992534474037,15838935.4467516,0.0613324602068884,8713264.51775864,0.00942200057502408,9517514.39504526,0.0139491055483534,11595916.3997832,0.0407567442257076,10331889.999828,0.0394450130284228,9722677.18992125,0.0715698337459784,11597356.4982881
"Tunisia",2009,4,0.118895499922915,2685164.67133528,0.0394450471628916,5665062.71715035,0.134877584357692,4892174.69075669,0.0380415179640761,10447132.2288151,0.0528267450894736,7487791.10166333,0.0135502138646044,7501231.17814593,0.0623401465674405,4795652.56211984,0.0373420749597461,10118770.6599841,0.0397153890489366,8264250.73256869,0.118895499922915,2685164.67133528
"Djibouti",1985,4,0.019736371207769,1110474.05204185,0.0733944362039998,5806256.63457517,0.0217624299105616,4121221.04600545,0.1154975708587,25342192.9643502,0.233702564590402,5780224.51034928,0.0395119950259203,5543861.30130383,0.0620040801116398,8418508.31028979,0.0297749170998983,13421044.8195953,0.104852670217881,12112836.3231052,0.019736371207769,1110474.05204185
"Namibia",2009,4,0.168318776662373,2215548.33002122,0.0933663929469692,9636168.83769078,0.0593055411384031,6536908.45309429,0.064015632354113,21250515.8443797,0.0618657959964908,8922099.04192797,0.0149354945168212,9795683.23606948,0.0326053103137827,10124398.9945655,0.0397160703387726,10897632.4672074,0.0441579572485725,10531866.5692125,0.168318776662373,2215548.33002122
"South Africa",1993,4,0.139037964941716,7935880.34651278,0.035837862040489,6609726.16747526,0.0557058041757983,5912050.20727772,0.0559693739909869,12511310.1068833,0.0652776662974255,6351420.6631477,0.0118068202444139,6343659.94920107,0.0187688891433752,9118626.83524458,0.0296954159367607,9986289.31265747,0.0318093175636601,8742978.49101203,0.139037964941716,7935880.34651278
"Djibouti",2009,4,0.0422632502047095,1480964.81291361,0.107616213669639,15969848.0741013,0.0375660058328591,8405922.30664937,0.0879519845436753,31856917.9251532,0.098246464256497,19816984.1220074,0.0214872342233564,12235638.4156535,0.0331940369336565,14408882.4380097,0.0599084918562538,16083202.7605825,0.0624775694816425,16279443.7534816,0.0422632502047095,1480964.81291361
"South Africa",2001,4,0.0986253955284466,9957133.32815516,0.00973551304050207,7033728.26555449,0.0245765699295908,7357324.73482657,0.0408587641574612,12810188.9905252,0.0542005021631696,7303461.82287093,0.0184684615995457,9127686.34167867,0.0187173470890492,8149262.66501367,0.0568534265964445,11074935.3267101,0.0525972587242274,11014461.6285124,0.0986253955284466,9957133.32815516
"Kazakhstan",2009,4,0.205142432209728,3980077.07307825,0.049340364580886,9726460.42986012,0.0364063279042392,9140754.85548166,0.0507438743572153,15972955.4310854,0.061769747877996,8797213.98809144,0.00997692045956742,9671896.42515635,0.0141509307339102,11730743.9269858,0.0408048465012446,10832029.5443858,0.0402538665865319,10008826.4215719,0.205142432209728,3980077.07307825
"Namibia",1969,4,0.0143898485051188,1970386.73927533,0.0384628801675923,4079895.25807733,0.0675035331705804,2404600.17583534,0.0470902165268046,6446392.19138628,0.0544021399086691,4826750.2590849,0.0539879576378432,3483715.89486866,0.0325053498574554,3366901.87868509,0.0551554729707277,8793357.32588944,0.0296450223322084,6424433.44700508,0.0143898485051188,1970386.73927533
"Denmark",1985,4,0.103859435977147,17369522.8751385,0.0592888901873586,2439179.07649665,0.0781659172732183,3442348.979536,0.0571081952219638,8048309.48225651,0.084810946645385,5438456.90929761,0.0302726089821899,5610393.78365159,0.0729284045265015,9162466.99713873,0.0494967145225583,10144219.3074429,0.051563174807267,8054407.61237782,0.103859435977147,17369522.8751385
"Qatar",2009,4,0.120426173262104,11281774.8294921,0.0966497838382375,14673989.9827929,0.082822270253737,7081973.59523161,0.0632075536228445,21250843.3861248,0.0596645844576655,9041550.64989163,0.0116623209081449,11289700.9237286,0.0241931873753652,11792944.2654729,0.0399085556393786,11709737.271305,0.0454157577260357,10655315.7894252,0.120426173262104,11281774.8294921
"Guadeloupe",2009,4,0.0600324812776902,13191639.0243134,0.0496779035770191,15638870.4898769,0.0251983438964809,7277655.43476226,0.0370309530744732,11807707.91391,0.0407679683398944,10848646.7401883,0.0177750760965884,7440329.53387193,0.0299316315576932,8309234.08468734,0.0165490538493934,6430077.24502583,0.0274935237246978,8550890.63986249,0.0600324812776902,13191639.0243134
"Zimbabwe",1985,4,0.30703156111759,4533576.88550003,0.0252937211543495,6062294.62839041,0.0229825075482393,5863601.33563284,0.0836232678141778,11272667.9906183,0.0714209431854923,5213004.53807451,0.0221936951231554,5797170.79449564,0.0326359663716728,6545375.75670829,0.0380401296008604,10765558.7952592,0.0411669669354405,7580417.49915757,0.30703156111759,4533576.88550003
"Botswana",1961,4,0.147834284927943,1687470.73589832,0.02390220659695,3287836.44952769,0.137989099824969,3227623.48789674,0.0947854248456702,5520978.60257064,0.0544702991757116,3811057.25624415,0.037033521725023,2354486.36983178,0.0706394721392472,2463489.53481249,0.0287560066393648,6501775.59442262,0.0240046275817576,7120970.1823626,0.147834284927943,1687470.73589832
"Botswana",1969,4,0.406551366268647,1829371.71049957,0.0325848215229119,4044055.9750675,0.0555272673967288,2408758.73014654,0.0481150230612139,6338905.10561258,0.0531403043288043,4728540.21988081,0.0569861940617005,3157295.50527317,0.0323899047456507,3189180.95058294,0.0498948727091966,8189637.03374556,0.0300366667017648,6003970.64291435,0.406551366268647,1829371.71049957
"Uzbekistan",1993,4,0.0379708434716581,6193108.17580803,0.030831286018845,6281022.5695938,0.0605927466756553,5918182.84716169,0.0574743147961755,13483992.6674163,0.060294616404845,6191488.22165482,0.0119240371490706,5576731.30318275,0.0159825508096005,9227888.61311505,0.0283011088136602,10077590.0473348,0.0362588509158722,8303443.16086415,0.0379708434716581,6193108.17580803
"Latvia",2009,4,0.10787911904119,11504355.0097352,0.106983561199175,7722905.45682346,0.170700627391716,5391914.10312327,0.042544737088076,10890135.4678334,0.0569896247253872,7769271.36451239,0.0140279768638275,9251973.35363162,0.112445806270654,5690547.3683301,0.0449035831709707,10589951.2846353,0.0407967537913783,9304782.54330255,0.10787911904119,11504355.0097352
"Argentina",2001,4,0.0471821351146787,10031577.4814795,0.0142808139485763,7920723.82372296,0.0266190462810622,7250716.39948646,0.0415745061009649,12790385.5364465,0.0536351926495912,7152541.8271705,0.0181807292106314,9212852.66290748,0.0188033018555189,8068841.53699616,0.056955084508688,10819462.491564,0.0506975309810618,10333007.959688,0.0471821351146787,10031577.4814795
"Kazakhstan",1993,4,0.244912246277495,2857500.03413756,0.0342395289894853,6477584.28769197,0.0607613748592774,5963537.98966506,0.0559606304936087,12529887.1626628,0.0632703371532469,6373206.55670282,0.0117852945771466,5710249.44959835,0.0179413121760734,9101906.13929949,0.0301834703327413,9986389.29291287,0.0338417452520142,8670322.8294011,0.244912246277495,2857500.03413756
"Morocco",1969,4,0.145023012151916,3227447.70471444,0.0249623005320398,5210223.07920601,0.0410654758128602,4151946.96563316,0.036458374066699,7247762.1229453,0.0442629574101972,5049387.56955896,0.038664975360392,3793544.96880954,0.0388678102826189,3783674.81905634,0.0352851979107894,8337680.53050082,0.0239280995146306,7752613.4118817,0.145023012151916,3227447.70471444
"Denmark",1969,4,0.0801811299169287,13128479.9412304,0.0745793656664986,3831326.43402117,0.0758687397518372,2418093.11731167,0.0493464294478547,7390435.2988937,0.0465527195087411,4846499.14690926,0.158837386297974,2577285.03193146,0.0449782875093341,4229150.39641519,0.0352370200825667,6187693.06504946,0.0330118975803355,8417571.90552279,0.0801811299169287,13128479.9412304
"Mongolia",2009,4,0.300884118432711,4691680.58191639,0.118095703962265,7785252.21023741,0.176125968032288,5473087.09210488,0.0433328524857192,11001816.6264667,0.0586728418864071,7850446.2619905,0.0129210942727188,9685076.96061092,0.116396121437975,5565803.53253309,0.0422225910738616,10844084.4585062,0.046974551826812,9518961.11374478,0.300884118432711,4691680.58191639
"Saudi Arabia",1961,4,0.136066969293636,4819215.58568854,0.0250560435544023,4020051.48281979,0.124591543763904,3157157.07247704,0.0513173756538158,6860389.18900428,0.0604836407939146,3663293.4842146,0.0446628796531204,2811613.09736481,0.0837689672845854,2644421.34750161,0.0259697190440808,6993840.99297932,0.0288596469132981,7665832.28289372,0.136066969293636,4819215.58568854
"Luxembourg",2001,4,0.0625162985443519,17624677.4676802,0.0561223632545954,6631204.96556335,0.137834599873507,5204646.65201517,0.0430433242984138,14593645.5387344,0.0877079377123275,7047870.61348943,0.0202712040782058,9800925.47647621,0.0292475743090846,8924748.13706085,0.0617281655783189,11763798.3371818,0.0573212374744475,11499351.3123248,0.0625162985443519,17624677.4676802
"Australia",2001,4,0.260224524020001,5898038.48142609,0.0108353244031773,7526669.82088181,0.0257566639852472,7207292.91004596,0.0416204780880395,12736964.4523215,0.0548089173154497,7147986.30246119,0.0183402170884101,9078313.99330309,0.018343522205529,8036550.38544244,0.0579294288475932,10788990.0509654,0.0514249580040678,10291838.2720067,0.260224524020001,5898038.48142609
"Estonia",2009,4,0.180285925261441,10110932.3836242,0.11214403513428,7991113.507268,0.172771997184301,5580591.68163515,0.0428750140564172,10962038.6683021,0.057992333465148,7811308.03447644,0.0144305506581352,9603611.42514691,0.111816544375307,5998310.35207595,0.0444251853508498,10690024.1782232,0.0415788918877649,9443525.81686877,0.180285925261441,10110932.3836242
"Tunisia",1985,4,0.28967579153923,2227774.65750341,0.0583684145556707,2865537.87515669,0.0983732620314027,2509804.84308563,0.0550292889773336,8043192.11241121,0.0623294898567885,4532121.58365441,0.0256639132472817,4190406.42972978,0.046314901465432,6143189.88493483,0.0384057062464356,8966754.16832447,0.0460522649264043,6655500.26850505,0.28967579153923,2227774.65750341
"Zimbabwe",2001,4,0.271072747086445,3054042.06422196,0.0146154040310441,7723762.08825804,0.0255205751423824,7329036.16483806,0.0419248214346766,13162537.7744056,0.0515162173142624,7359899.1598985,0.0181800404157844,9083697.67966779,0.0183735417791597,7861968.65573724,0.0565361273946959,11070765.208147,0.0493242345807641,10739136.4702735,0.271072747086445,3054042.06422196
"Sweden",1969,4,0.105519881335389,11963273.8839433,0.0776090609213352,4592917.74306019,0.090246903796647,2509848.55202857,0.0507785688926074,7500878.17816202,0.0475294253510787,4917712.17608043,0.169815312626004,2806143.84189593,0.0440714655838634,4677949.12364689,0.0356578648113307,6420576.69743867,0.0335375412915521,8541901.18408572,0.105519881335389,11963273.8839433
"Tajikistan",1985,4,NA,3714231.15482134,0.0458362813799305,5207038.02854837,0.0209586980024808,5966214.81989805,0.0851444615691725,11126193.7954161,0.0727311422410814,5189466.80443843,0.0266911342731743,5562885.13171131,0.038970040315647,7132326.76728323,0.0424937198485461,10700674.1944726,0.042594137528282,7568063.00287953,NA,3714231.15482134
"Lesotho",1985,4,0.237558397894015,2655770.67757644,0.0745969108408442,4796798.12431805,0.0640308568708434,3502621.59547353,0.0851565657577706,12452212.3359714,0.0799273869565047,5388094.2195967,0.031425725115737,5514464.00978785,0.0514323674660574,8510148.49563241,0.0508768106077009,11547215.3785757,0.0497695467626635,8474148.34719163,0.237558397894015,2655770.67757644
"Lesotho",1969,4,0.2222690585373,2221434.15022983,0.0355181769540781,4349815.48738124,0.0708137292847339,2805374.13429936,0.0421191001398012,7453793.3443545,0.0472302902779189,5170717.13389289,0.0554406239345091,3734235.34037601,0.024477570818604,4145921.48879473,0.0519007006345989,8780827.92286371,0.0318370229412214,8129435.51006563,0.2222690585373,2221434.15022983
"Azerbaijan",1985,4,NA,5219189.34285223,0.0450237038450021,4886214.54349477,0.0258246484499548,5675298.06440758,0.0832630929538901,11301682.9125315,0.0637005648423132,4906104.93972551,0.027928361004669,5409986.30267192,0.043265262863528,6983791.05732419,0.0408330947621094,10758559.7916378,0.0390260156205152,7501699.19154296,NA,5219189.34285223
"Turkmenistan",1993,4,0.261906873528508,5233330.5997465,0.0365004612878285,7807395.12397173,0.0500656544344865,7181247.90466322,0.0626165077325225,14460397.6959947,0.0648670592652365,6600759.80187901,0.0189943675237334,6975133.41391513,0.0235676479029337,10153866.8330888,0.0316497188134102,11296936.9353148,0.0321997357256211,9607511.24934408,0.261906873528508,5233330.5997465
"Zimbabwe",1969,4,0.162198997329782,4496868.63002462,0.0235086863885852,5203205.90292863,0.0360880385177799,4397951.27932165,0.0361751421797761,7152157.88259155,0.0470690267027171,4940483.04667939,0.0285384119634074,4218917.79095566,0.035339200030323,4004125.97242192,0.0368563381051592,8209516.23348373,0.0193665751150736,7351597.56528783,0.162198997329782,4496868.63002462
"Namibia",1961,4,0.046423512737448,2306632.90621358,0.0260505087984447,3284192.2323217,0.152564053918206,3203432.31248076,0.0952736272983695,5541900.24618849,0.0571339220322209,3835890.00213508,0.0383146107419409,2419716.63453329,0.0919331017255989,2571387.07720479,0.0280842149559221,6858470.14352928,0.0243795999123058,7390448.17875355,0.046423512737448,2306632.90621358
"Iceland",1985,4,0.283229276719075,8053993.38179018,0.0729376928654587,3162696.80863027,0.0492809680672099,5198343.81518375,0.055616531830546,14179300.4021008,0.0233969951341139,6525395.72193497,0.0462373651715504,6059404.81876237,0.04334969312362,6647063.2322167,0.0315532196703759,8830428.91142152,0.0686837545831238,9929821.12059236,0.283229276719075,8053993.38179018
"Namibia",1977,4,0.026069710588153,2006208.05488434,0.0602028044085645,4080471.08816882,0.0327063539025518,2666565.63347096,0.0862328798658344,13202958.0448262,0.0736680532650053,4811282.03862051,0.0356368222218747,4039557.97349064,0.0540829372802447,4075003.65145308,0.0521670120309549,9370239.3827432,0.053794694529948,8784138.37104152,0.026069710588153,2006208.05488434
"Uzbekistan",1985,4,NA,5854173.06334379,0.048422483704361,4810855.75317251,0.0261018231270285,5522437.13794293,0.0817183343390968,11780936.3668639,0.0653545423086731,4892627.93786585,0.0268384505891874,5155091.52170084,0.0407562346024011,6590558.07515726,0.0428785090012442,10818475.8841714,0.0392276631044355,7421065.78160152,NA,5854173.06334379
"Iceland",2009,4,0.144680853419005,10765789.2691318,0.0218415459359202,13112514.3752644,0.0729479228935552,10813914.4405775,0.0182866466194955,15495681.739339,0.0393378060929052,12965323.5520131,0.0236909490650672,8698492.36893271,0.0388886374894263,5426413.04073317,0.055183074082872,11662578.0762555,0.0265755848450253,10639834.210715,0.144680853419005,10765789.2691318
"Romania",1977,4,0.0681579503795937,9215211.17801339,0.0498841185948719,5044457.42595077,0.0322170975547004,5113438.04591386,0.0707184426384025,10980210.0407813,0.06514176528247,4728612.31264895,0.0366135833561331,4647062.15802442,0.0356404313627814,4267722.16050426,0.0478623400702371,9533463.42527958,0.0497058096516996,8834133.08621339,0.0681579503795937,9215211.17801339
"Tajikistan",1993,4,0.084768163091638,3542874.68656801,0.0306068304362924,6319765.60872506,0.0599307020083122,5953301.95632141,0.056709016794257,12484284.539287,0.0617369847843558,6247001.46923941,0.0117345028349586,5769818.31577706,0.0130949849405887,9040472.52215489,0.0305104013995138,9958097.42273282,0.0334391720256973,8524769.3981427,0.084768163091638,3542874.68656801
"New Caledonia",2009,4,0.100453204361868,4464990.13813273,0.0804750381998993,11623739.5240924,0.0493197433269148,7545065.06690829,0.0637115545563984,21533222.745656,0.0629538835228744,9299251.33580808,0.00853592978457185,10588331.8950138,0.0292182067505438,10943904.2527347,0.0400274783964714,11749684.0783585,0.0428684616929888,11344657.4185535,0.100453204361868,4464990.13813273
"Kazakhstan",2001,4,0.127759634807714,3718489.51858069,0.011038568264667,7264733.70292401,0.0256994254828847,7297719.29679926,0.0413323085756448,12833210.69827,0.0562719012660374,7121594.20615805,0.0183513408955351,8679814.78904173,0.0197407268490877,7919539.30830588,0.0547153522349004,11529263.7905538,0.0506466784762675,11303971.4765475,0.127759634807714,3718489.51858069
"Turkmenistan",1985,4,NA,5994105.14794878,0.0357725599756394,5753534.13115406,0.0182906544933728,6681413.79246675,0.0849403434886144,12197035.2633609,0.075415903120796,5375805.15885411,0.0223769466098064,6363989.18366015,0.0492866752126054,8615898.69061959,0.0421546622339671,11780652.3599346,0.0417185443176144,7969314.53212386,NA,5994105.14794878
"Sao Tome and Principe",2009,4,0.0893475693012232,3559963.64351352,0.0740607460908004,16548774.5497602,0.030364245194696,8119691.34144578,0.0825222249183313,30336629.2930455,0.0966916746791188,18841723.3969929,0.0172175219032554,10567649.7381796,0.0113965847043885,15885437.5146217,0.0589269625560502,13582740.6077583,0.0587406733145974,14801099.5811399,0.0893475693012232,3559963.64351352
"Saudi Arabia",1969,4,0.256865690258511,3729833.48311348,0.0320322912987948,4762237.19065225,0.0325354587955716,3763415.84205906,0.038508587519396,7127759.18575616,0.0472951036246276,4894985.48465463,0.0435034466395301,3205289.25057786,0.037971772090604,3848313.53583967,0.0403381166540731,8735703.91647016,0.0224578419612343,7590906.54868866,0.256865690258511,3729833.48311348
"Saudi Arabia",1977,4,0.293635148799516,5218512.2622607,0.0511393148928332,4690012.21828488,0.0301525299768506,4570546.52026344,0.0773820152965017,12780438.9986994,0.0651930700100983,4610649.07226745,0.0343418288973641,4389944.51189328,0.0428694820509885,4274837.06261073,0.0500012312969659,9819192.32116169,0.056295676168628,9131022.02142858,0.293635148799516,5218512.2622607
"Namibia",1985,4,0.163855642725756,2048881.64832326,0.0691798608964689,3919257.2383862,0.0713150559516024,2873263.4920955,0.0939013105182547,12731492.9388652,0.0860543065253665,5189660.38444547,0.0333606286585279,4516781.72511834,0.0467758250184132,6316655.34136316,0.0383100741606786,10686318.8095106,0.0484243911782283,7710744.99662312,0.163855642725756,2048881.64832326
"Lesotho",2001,4,0.21971413635749,2417532.92789868,0.0375913920568704,5343844.8171424,0.135084092528241,5135412.88496261,0.0438411001723036,15283080.6060901,0.0847763603652152,7280852.71676333,0.0196178965835177,9874891.42674433,0.0244516957116035,9077917.50723219,0.0629580150343648,12567244.3562867,0.0551641991006291,12109788.4460636,0.21971413635749,2417532.92789868
"Uzbekistan",2001,4,0.0318659881961527,8915031.75705989,0.0122643601743402,7134416.1697576,0.0265934879694391,7089355.19787692,0.0436939575857383,14011375.797775,0.07988866450253,6683769.49071177,0.0177811573457094,8744947.21143731,0.020581281645831,7768733.79911881,0.0545866603947764,11399296.2359073,0.0490541617256143,10746933.2973966,0.0318659881961527,8915031.75705989
